date,precipitation,temp_max,temp_min,wind,weather
28-07-2013,1.8,25.6,20,3.6,rain
29-07-2013,0,28.9,21.7,3.8,rain
30-07-2013,0,29.4,19.4,3.9,sun
31-07-2013,0,27.8,20,3.6,sun
01-08-2013,16.5,25,20,4.5,fog
02-08-2013,0,29.4,20,4.6,fog
03-08-2013,0,25.6,21.1,5,sun
04-08-2013,0,28.3,19.4,4.9,sun
05-08-2013,0,26.7,17.8,4.7,sun
06-08-2013,0,26.7,17.8,3.9,sun
07-08-2013,0,26.7,21.1,4.9,sun
08-08-2013,18.3,27.2,21.1,6.1,fog
09-08-2013,0.3,27.8,23.3,6,sun
10-08-2013,0,29.4,21.7,4.6,sun
11-08-2013,0,27.2,18.9,3.7,sun
12-08-2013,12.2,26.7,20.6,2.3,fog
13-08-2013,18.8,24.4,20.6,2.9,sun
14-08-2013,0,25,16.1,7.4,sun
15-08-2013,0,25,15.6,4.5,sun
16-08-2013,0,26.1,17.2,2.9,sun
17-08-2013,0,27.2,16.7,2.5,sun
18-08-2013,0,25.6,18.9,2,sun
19-08-2013,0,25.6,18.3,5,sun
20-08-2013,0,29.4,20,3.6,sun
21-08-2013,0,31.1,20.6,3.9,sun
22-08-2013,2,26.7,22.2,3.4,sun
23-08-2013,0,28.9,20.6,5.3,fog
24-08-2013,0,26.1,17.8,4.1,sun
25-08-2013,0,27.2,17.2,5,sun
26-08-2013,0.5,28.9,20,5.9,sun
27-08-2013,0.8,31.1,22.2,5.1,fog
28-08-2013,0,29.4,20.6,2.1,fog
29-08-2013,0,27.8,21.1,4,fog
30-08-2013,0,28.3,20.6,4.8,sun
31-08-2013,0,28.3,22.2,5,sun
01-09-2013,0.5,28.9,22.8,3.9,sun
02-09-2013,0,27.8,22.2,2.7,sun
03-09-2013,0.3,29.4,20.6,4.1,sun
04-09-2013,0,27.8,18.9,5.9,sun
05-09-2013,0,27.8,17.8,5.5,sun
06-09-2013,0,22.2,13.3,3.4,sun
07-09-2013,0,25.6,14.4,5.2,sun
08-09-2013,0,30.6,16.7,5.8,sun
09-09-2013,0,22.2,12.2,4.1,sun
10-09-2013,0,27.2,21.1,5.5,sun
11-09-2013,0,31.1,22.2,4.8,sun
12-09-2013,7.4,27.8,21.1,4.5,sun
13-09-2013,2.3,26.7,15,5.5,fog
14-09-2013,0,21.1,12.8,5.5,sun
15-09-2013,0,22.2,10.6,4.1,sun
16-09-2013,0.5,23.9,13.9,4.6,sun
17-09-2013,0,18.9,9.4,4.7,sun
18-09-2013,0,21.1,10,3.5,sun
19-09-2013,0,23.9,12.2,4.6,sun
20-09-2013,0,24.4,13.3,3.7,sun
21-09-2013,8.4,23.9,13.9,5.3,fog
22-09-2013,29.5,22.2,12.8,6.6,fog
23-09-2013,0,20,10,5.1,sun
24-09-2013,0,23.9,8.9,4,sun
25-09-2013,0,22.2,10.6,2.9,sun
26-09-2013,0,21.1,12.2,3.1,sun
27-09-2013,0,20.6,11.1,3.3,sun
28-09-2013,0,23.3,13.3,2.9,sun
29-09-2013,0,22.2,12.2,2.8,sun
30-09-2013,0,22.2,11.1,2.9,sun
01-10-2013,0,27.2,14.4,3.6,sun
02-10-2013,0,29.4,15.6,4.1,sun
03-10-2013,0,25,15.6,2.8,sun
04-10-2013,0,26.7,16.7,2.9,sun
05-10-2013,0.3,24.4,17.8,3,sun
06-10-2013,0,20.6,18.3,4.4,sun
07-10-2013,6.6,25.6,16.1,7.4,fog
08-10-2013,0,20,12.8,5.1,sun
09-10-2013,0,18.3,11.7,4.8,sun
10-10-2013,0,18.9,13.3,7.1,sun
11-10-2013,0,20.6,15.6,6.9,drizzle
12-10-2013,0,23.9,15,6.7,sun
13-10-2013,0,20,10.6,5.1,sun
14-10-2013,0,18.9,9.4,2.5,sun
15-10-2013,0,21.1,10,2.6,sun
16-10-2013,0,19.4,12.2,2.4,sun
17-10-2013,0.3,22.2,16.1,4.8,fog
18-10-2013,0,21.1,13.3,6.7,sun
19-10-2013,0,18.3,10,3.2,sun
20-10-2013,0,17.8,10,5.4,sun
21-10-2013,0,18.9,9.4,5.2,sun
22-10-2013,0,20,10.6,5.2,sun
23-10-2013,0,12.8,7.2,3.8,sun
24-10-2013,0,13.3,5,6.7,sun
25-10-2013,0,13.3,3.9,5.9,sun
26-10-2013,0,13.3,4.4,6.4,sun
27-10-2013,0,14.4,8.3,5.8,sun
28-10-2013,0,15.6,4.4,4.1,sun
29-10-2013,0,13.9,6.7,2.6,sun
30-10-2013,0,16.1,6.7,2.2,sun
31-10-2013,1.3,19.4,11.7,5.4,sun
01-11-2013,1.8,20.6,14.4,7.3,fog
02-11-2013,0,19.4,11.7,3.2,sun
03-11-2013,0,13.3,3.3,6.5,sun
04-11-2013,0,8.9,1.1,4.4,sun
05-11-2013,0,13.3,3.3,2.9,sun
06-11-2013,0,16.1,6.1,3.8,sun
07-11-2013,3.3,17.8,6.7,6,fog
08-11-2013,0,11.1,5,6.8,sun
09-11-2013,0,10,3.9,5.1,sun
10-11-2013,0,16.7,6.7,7.8,sun
11-11-2013,0,12.2,6.1,6.1,sun
12-11-2013,1.3,11.1,0,7.6,fog
13-11-2013,0,5,-1.6,6.1,sun
14-11-2013,0,11.7,1.1,6.8,sun
15-11-2013,0,11.7,2.2,3.7,sun
16-11-2013,2,13.3,6.1,2.2,fog
17-11-2013,0.3,16.7,7.8,3.1,sun
18-11-2013,4.1,19.4,11.1,7.3,sun
19-11-2013,0,11.1,2.2,9.6,sun
20-11-2013,0,7.8,-0.5,4.7,sun
21-11-2013,0,11.1,-0.5,3.1,sun
22-11-2013,1.8,13.9,9.4,3.7,fog
23-11-2013,0,12.8,0,8.5,sun
24-11-2013,0,0,-4.3,10.9,sun
25-11-2013,0,2.2,-4.9,6.2,sun
26-11-2013,14.2,11.7,1.1,4.1,sun
27-11-2013,35.8,16.1,2.2,9.7,fog
28-11-2013,0,2.8,-1,7,sun
29-11-2013,0,5,-1,4,sun
30-11-2013,0,6.7,-3.8,3.3,sun
01-12-2013,0,9.4,2.8,3,drizzle
02-12-2013,0,10.6,3.3,1.9,sun
03-12-2013,0,12.2,3.3,2.7,fog
04-12-2013,0,10.6,1.7,1.7,sun
05-12-2013,0.3,13.3,8.3,3.2,sun
06-12-2013,14.5,13.3,2.8,5,sun
07-12-2013,4.3,6.1,0,5.7,fog
08-12-2013,0.8,1.1,-2.1,4.1,sun
09-12-2013,6.4,5.6,0,5.5,sun
10-12-2013,7.1,3.3,-1,5.5,sun
11-12-2013,0,0,-2.7,8.2,sun
12-12-2013,0,-1,-4.9,7.2,sun
13-12-2013,0,2.2,-4.3,6.8,sun
14-12-2013,14.5,6.1,-3.8,6.6,sun
15-12-2013,20.8,8.3,0.6,6.8,fog
16-12-2013,0,1.7,-3.8,6.3,sun
17-12-2013,3.3,1.1,-3.8,4.4,sun
18-12-2013,0,3.3,-3.8,5.9,sun
19-12-2013,0,7.2,-1.6,4.4,sun
20-12-2013,0,10.6,2.2,2.6,sun
21-12-2013,0,12.8,5.6,2.8,fog
22-12-2013,0,17.8,10,5.9,sun
23-12-2013,12.4,13.9,6.1,3.8,sun
24-12-2013,0,6.1,-2.7,6.9,sun
25-12-2013,0,0,-6.6,4.6,sun
26-12-2013,0,3.3,-2.1,3.8,sun
27-12-2013,0,5.6,-0.5,4.9,sun
28-12-2013,0,11.7,-0.5,5.4,sun
29-12-2013,30,9.4,3.3,4.5,fog
30-12-2013,0,8.3,-4.3,6,sun
31-12-2013,0,1.1,-6,5.3,sun
01-01-2014,0,1.1,-4.3,4,sun
02-01-2014,3.3,0.6,-7.1,8.1,sun
03-01-2014,5.6,-7.1,-12.7,8.8,sun
04-01-2014,0,-0.5,-16,3.2,sun
05-01-2014,2.5,9.4,-4.9,3.1,sun
06-01-2014,10.4,11.7,-6.6,9.4,sun
07-01-2014,0,-6.6,-14.3,10.2,sun
08-01-2014,0,-4.3,-12.1,5.7,sun
09-01-2014,0,1.1,-5.5,3,sun
10-01-2014,4.8,3.3,-4.3,1.7,sun
11-01-2014,18.3,12.2,3.3,7.2,sun
12-01-2014,0,11.1,0.6,6.7,sun
13-01-2014,0,10,-1,5.4,sun
14-01-2014,14,8.9,6.1,4,sun
15-01-2014,0,6.7,0,2.2,sun
16-01-2014,0,5.6,1.7,3.1,sun
17-01-2014,0,7.2,-2.1,3.2,sun
18-01-2014,6.1,5.6,-2.1,4.8,sun
19-01-2014,0,3.3,-3.2,7.1,sun
20-01-2014,0,8.9,0.6,6.7,sun
21-01-2014,8.9,0.6,-10.5,7.1,sun
22-01-2014,0.3,-7.7,-13.8,8.5,sun
23-01-2014,0,-6,-13.2,6.2,sun
24-01-2014,0,-6.6,-11.6,7.7,sun
25-01-2014,1,-1,-6.6,9.3,sun
26-01-2014,0,2.2,-7.7,7.5,sun
27-01-2014,0,7.2,-5.5,6.4,sun
28-01-2014,0,-5.5,-9.9,4.4,sun
29-01-2014,1.3,-4.3,-8.8,6,sun
30-01-2014,0,-2.1,-9.9,3.5,sun
31-01-2014,0,6.1,-3.8,4.2,sun
01-02-2014,0,6.1,-1,1.8,sun
02-02-2014,0,11.1,-1,3.2,sun
03-02-2014,27.4,6.7,-2.1,5.4,fog
04-02-2014,0,1.7,-5.5,2.6,sun
05-02-2014,30.5,1.7,-1,4.9,sun
06-02-2014,0,0,-4.3,5.1,sun
07-02-2014,0,0,-3.8,6,sun
08-02-2014,0,-1.6,-6,3.8,sun
09-02-2014,3.3,-1,-6.6,3.8,fog
10-02-2014,0,-1.6,-6,6.8,sun
11-02-2014,0,-3.8,-8.8,5.6,sun
12-02-2014,0,-2.7,-11,3.6,sun
13-02-2014,32.3,2.2,-3.2,9.4,sun
14-02-2014,3.3,5,0,8.6,sun
15-02-2014,2.8,2.8,-2.1,6.7,sun
16-02-2014,0,-1,-5.5,7.5,sun
17-02-2014,0,0,-7.1,4.6,sun
18-02-2014,3.8,4.4,-3.2,4.1,sun
19-02-2014,7.9,6.7,-2.7,3.7,fog
20-02-2014,0.5,6.7,0.6,3.5,fog
21-02-2014,3.6,8.3,1.7,4.6,sun
22-02-2014,0,11.7,1.1,5.1,fog
23-02-2014,0,12.8,1.7,3,sun
24-02-2014,0.5,7.2,-2.1,8.1,sun
25-02-2014,0,1.7,-3.2,5.7,sun
26-02-2014,0.8,0.6,-6.6,5.2,sun
27-02-2014,0,1.7,-9.3,6.7,sun
28-02-2014,0,-3.2,-11.6,4.7,sun
01-03-2014,0,2.2,-8.2,2.7,sun
02-03-2014,0,6.1,-1,3.4,sun
03-03-2014,1,1.7,-7.7,6.2,sun
04-03-2014,0,-1.6,-10.5,3.5,sun
05-03-2014,0,4.4,-3.8,3.4,sun
06-03-2014,0,-0.5,-8.2,4.3,sun
07-03-2014,0,2.2,-2.7,5.1,drizzle
08-03-2014,0,15.6,0,5.1,sun
09-03-2014,0,8.3,2.2,6.2,sun
10-03-2014,0,10.6,1.7,4.7,sun
11-03-2014,0,18.3,3.3,4.1,sun
12-03-2014,3.8,13.9,1.1,6.6,fog
13-03-2014,0,1.1,-7.1,12.6,sun
14-03-2014,0,5.6,-5.5,6.7,sun
15-03-2014,0.3,16.1,4.4,7.2,sun
16-03-2014,0,6.1,-0.5,6.9,sun
17-03-2014,0,1.1,-3.8,4.7,sun
18-03-2014,0,6.1,-3.8,4.2,sun
19-03-2014,18.3,7.8,-2.1,6.7,fog
20-03-2014,0,13.3,5.6,7.7,fog
21-03-2014,0,12.2,1.1,6.4,sun
22-03-2014,0,18.3,1.7,6.1,sun
23-03-2014,0,7.8,-2.1,6.9,sun
24-03-2014,0,2.2,-5.5,5.4,sun
25-03-2014,0,3.9,-4.9,3.8,sun
26-03-2014,0,3.9,-3.8,11,sun
27-03-2014,0,3.9,-4.9,6.2,sun
28-03-2014,0,10.6,2.2,5.9,sun
29-03-2014,66,11.1,5,4.8,fog
30-03-2014,13.5,12.8,4.4,7.4,sun
31-03-2014,5.3,13.3,1.1,8.8,fog
01-04-2014,0,13.9,2.8,4.5,sun
02-04-2014,0.8,8.9,3.3,1.7,sun
03-04-2014,2,17.2,3.9,2.6,sun
04-04-2014,2.5,7.2,5,6.2,sun
05-04-2014,0,13.9,5,7.4,fog
06-04-2014,0,13.9,2.8,4.7,sun
07-04-2014,8.9,10.6,2.8,4.9,sun
08-04-2014,6.4,18.9,8.3,6.1,sun
09-04-2014,0,17.8,6.1,6.8,sun
10-04-2014,0,11.7,3.3,7.3,sun
11-04-2014,0,20.6,8.3,3.9,sun
12-04-2014,0,20,9.4,4.9,sun
13-04-2014,0,18.3,8.3,6.7,sun
14-04-2014,0,18.9,10.6,10.1,fog
15-04-2014,16.5,13.3,1.1,10.3,sun
16-04-2014,2,9.4,0,7.3,sun
17-04-2014,0,8.3,1.7,5.6,sun
18-04-2014,0,7.8,2.2,3,sun
19-04-2014,0,20,4.4,4.4,sun
20-04-2014,0,12.2,5.6,5.1,sun
21-04-2014,0,14.4,2.8,2.8,sun
22-04-2014,0,16.7,7.2,3.8,sun
23-04-2014,0,17.2,7.2,10.1,sun
24-04-2014,0,17.8,6.1,9.5,sun
25-04-2014,0,15,6.1,4.3,sun
26-04-2014,18,19.4,7.8,4.7,fog
27-04-2014,0,16.1,7.8,6.2,sun
28-04-2014,0,18.9,7.2,4.6,sun
29-04-2014,1.3,10.6,6.7,8.9,sun
30-04-2014,118.9,13.3,5.6,8.5,fog
01-05-2014,6.1,21.7,11.7,5.9,sun
02-05-2014,0.3,20.6,11.1,5.1,sun
03-05-2014,0,18.9,9.4,4.5,sun
04-05-2014,0,18.9,11.7,8.3,sun
05-05-2014,0,20.6,10,7.4,sun
06-05-2014,0,20.6,10,4.7,sun
07-05-2014,0,17.8,10,4.3,sun
08-05-2014,9.7,14.4,10.6,2.2,fog
09-05-2014,1,17.2,13.3,3.9,sun
10-05-2014,20.1,25,12.2,4,sun
11-05-2014,0.5,26.1,16.1,4.2,fog
12-05-2014,0,24.4,13.3,3.8,sun
13-05-2014,0,21.1,10.6,5.2,fog
14-05-2014,0,17.8,10,3.4,fog
15-05-2014,3.6,21.7,15.6,6.7,sun
16-05-2014,32,18.9,15.6,9.2,fog
17-05-2014,0,21.1,12.8,4.7,sun
18-05-2014,0,20.6,11.1,4.6,sun
19-05-2014,0,23.3,10,5,sun
20-05-2014,0,26.1,12.8,4.8,sun
21-05-2014,0,23.9,15.6,3.5,sun
22-05-2014,8.1,16.7,14.4,3.1,sun
23-05-2014,8.1,20.6,13.9,2.9,sun
24-05-2014,1.3,21.1,13.9,3.7,fog
25-05-2014,0,25.6,13.3,4.1,sun
26-05-2014,0,29.4,15.6,5.6,sun
27-05-2014,0,28.9,17.8,4.2,sun
28-05-2014,0,19.4,11.7,5.1,sun
29-05-2014,0,16.7,11.1,3.6,sun
30-05-2014,0.8,21.1,11.7,3.3,sun
31-05-2014,0,22.2,12.8,4.9,sun
01-06-2014,0,23.9,12.2,3.7,sun
02-06-2014,0,23.3,13.9,4.6,sun
03-06-2014,0,26.7,16.7,3.4,sun
04-06-2014,0,27.8,17.2,3.3,sun
05-06-2014,12.7,25,16.7,5.5,fog
06-06-2014,0,26.1,17.2,5.8,sun
07-06-2014,0,26.7,16.1,3.7,sun
08-06-2014,0,29.4,16.1,2.8,sun
09-06-2014,24.1,20,17.2,2.7,sun
10-06-2014,0,25.6,19.4,2.2,sun
11-06-2014,0,21.1,16.1,5.4,fog
12-06-2014,0.3,24.4,16.1,4.7,fog
13-06-2014,25.1,27.2,19.4,3.4,sun
14-06-2014,0,26.1,16.7,5.6,fog
15-06-2014,0,27.8,15.6,5.2,sun
16-06-2014,0,25,17.8,3.4,sun
17-06-2014,0,27.8,20,3.6,sun
18-06-2014,0,32.8,23.3,5.3,sun
19-06-2014,1.3,24.4,20.6,3.7,sun
20-06-2014,0,28.3,18.3,4.9,sun
21-06-2014,0,23.9,16.7,3.7,drizzle
22-06-2014,0,25,16.1,2.7,sun
23-06-2014,0,27.2,16.7,3.8,sun
24-06-2014,0,26.1,18.3,6.4,sun
25-06-2014,2.3,28.3,20,5.6,fog
26-06-2014,0.5,31.7,21.1,3.8,fog
27-06-2014,0,26.1,18.3,3.5,sun
28-06-2014,0,30,18.9,3.8,sun
29-06-2014,0,26.1,18.3,4.1,sun
30-06-2014,0,26.7,19.4,5.8,sun
01-07-2014,0,28.9,21.7,6.7,sun
02-07-2014,13.2,29.4,21.7,5.3,sun
03-07-2014,8.9,29.4,21.7,3.9,sun
04-07-2014,8.1,24.4,18.9,6.7,sun
05-07-2014,0,28.9,18.3,6.1,sun
06-07-2014,0,28.3,18.9,5.7,sun
07-07-2014,0,28.3,21.1,5.5,sun
08-07-2014,0,31.1,22.2,6.5,sun
09-07-2014,0.3,28.9,21.7,5.2,rain
10-07-2014,0.8,29.4,21.7,2.8,rain
11-07-2014,0,29.4,19.4,3.2,sun
12-07-2014,0,27.8,18.9,4.3,sun
13-07-2014,1.5,26.7,20.6,7.2,sun
14-07-2014,47.5,28.3,21.1,3,sun
15-07-2014,26.2,27.8,20.6,3.1,sun
16-07-2014,0.3,28.3,21.1,3.8,fog
17-07-2014,0,27.8,19.4,4,sun
18-07-2014,0,28.9,18.3,3,sun
19-07-2014,0,26.1,20,3,sun
20-07-2014,0,25.6,20,3.9,sun
21-07-2014,0,28.3,18.3,3,sun
22-07-2014,0,28.9,20,5.6,sun
23-07-2014,0.5,28.3,21.7,6,rain
24-07-2014,0,28.3,22.2,4.7,sun
25-07-2014,0,28.3,19.4,4.5,sun
26-07-2014,2.3,27.2,20.6,4.5,sun
27-07-2014,0.3,28.9,21.7,5.3,rain
28-07-2014,13,28.9,20.6,7.2,sun
29-07-2014,0,26.1,17.8,4.7,sun
30-07-2014,0,26.7,17.8,4.1,sun
31-07-2014,0,27.8,18.3,5.3,sun
01-08-2014,0,27.8,21.7,3.6,sun
02-08-2014,10.2,24.4,18.3,3.7,fog
03-08-2014,2.3,25.6,18.9,2.1,fog
04-08-2014,0,27.2,21.1,4.4,sun
05-08-2014,0,29.4,21.1,3.8,sun
06-08-2014,0,29.4,21.7,4,sun
07-08-2014,0,30,19.4,4.9,sun
08-08-2014,0,28.9,18.3,2.9,sun
09-08-2014,0,30,18.9,3.3,sun
10-08-2014,0,30.6,20,3.2,sun
11-08-2014,0,28.9,19.4,3.5,sun
12-08-2014,8.6,26.7,22.2,6.8,fog
13-08-2014,74.2,29.4,20,6.3,fog
14-08-2014,0,26.7,18.3,5.7,sun
15-08-2014,0,24.4,16.7,4.8,sun
16-08-2014,0,25,17.2,4.6,sun
17-08-2014,0,29.4,18.9,5.1,sun
18-08-2014,0,27.8,17.2,3.6,sun
19-08-2014,0,26.7,17.8,3.3,sun
20-08-2014,0,26.7,18.9,2.4,sun
21-08-2014,5.3,26.1,19.4,3.2,sun
22-08-2014,3.3,25.6,19.4,3.5,fog
23-08-2014,0,23.3,18.9,2.7,sun
24-08-2014,0,27.2,16.7,2.9,sun
25-08-2014,0,30.6,17.2,2.1,sun
26-08-2014,0,27.8,19.4,3,fog
27-08-2014,0,30,19.4,3.8,sun
28-08-2014,0,28.9,20,5.9,sun
29-08-2014,0,25.6,17.2,3.9,sun
30-08-2014,0,25.6,17.2,4.3,sun
31-08-2014,3.6,29.4,22.8,4.5,sun
01-09-2014,0,30,23.3,3.9,sun
02-09-2014,0,33.3,23.3,5,sun
03-09-2014,0,31.1,22.2,4.2,sun
04-09-2014,0,29.4,20,3.8,fog
05-09-2014,0,29.4,21.7,4.3,sun
06-09-2014,1,30,20,4.8,rain
07-09-2014,0,27.8,18.9,3,sun
08-09-2014,0,25.6,18.3,4.9,sun
09-09-2014,0,23.9,17.8,5,sun
10-09-2014,0,25.6,17.2,3.5,sun
11-09-2014,0,29.4,20.6,5.8,sun
12-09-2014,0,26.1,17.2,4.8,sun
13-09-2014,7.4,21.1,15.6,4.9,fog
14-09-2014,0,22.2,12.2,3.8,sun
15-09-2014,0,21.7,12.8,3.6,sun
16-09-2014,6.6,19.4,15.6,2.4,fog
17-09-2014,0,22.8,12.8,2.8,sun
18-09-2014,0,25.6,13.9,2.7,sun
19-09-2014,0,19.4,13.3,4.9,sun
20-09-2014,9.4,23.9,12.2,4.1,fog
21-09-2014,5.3,25,19.4,2.3,fog
22-09-2014,0,22.8,12.8,7.1,sun
23-09-2014,0,20.6,10.6,2.9,sun
24-09-2014,0,22.2,13.3,4.6,sun
25-09-2014,5.8,17.8,15.6,6.5,fog
26-09-2014,0,26.1,15,3.7,sun
27-09-2014,0,28.9,16.7,3,sun
28-09-2014,0,25.6,16.7,3.3,sun
29-09-2014,0,25.6,17.8,2.4,sun
30-09-2014,0.8,21.1,16.7,2.6,fog
01-10-2014,0,19.4,16.7,5.1,sun
02-10-2014,0,20,16.1,3.7,sun
03-10-2014,0,20,12.8,3.2,sun
04-10-2014,17.8,22.2,11.1,7.3,fog
05-10-2014,0,16.1,8.3,5.8,sun
06-10-2014,0,21.1,7.2,6.2,sun
07-10-2014,0.5,23.3,18.3,7.6,sun
08-10-2014,0.5,23.9,16.7,7.7,sun
09-10-2014,0,20.6,13.3,6.3,sun
10-10-2014,0,17.8,11.1,2.5,sun
11-10-2014,11.4,15,10,3.7,fog
12-10-2014,0,18.3,7.8,2.9,sun
13-10-2014,2,18.9,7.8,2.6,drizzle
14-10-2014,0,23.9,17.8,6,sun
15-10-2014,0.3,24.4,20,7.5,fog
16-10-2014,19.8,21.7,15.6,5.7,fog
17-10-2014,0,22.2,15.6,5.8,sun
18-10-2014,0,22.2,13.9,5.7,sun
19-10-2014,0,14.4,6.7,7.7,sun
20-10-2014,0,16.1,5.6,4.5,sun
21-10-2014,1.3,19.4,11.7,2.9,sun
22-10-2014,36.1,14.4,11.1,8.1,rain
23-10-2014,3,12.2,10.6,9.2,fog
24-10-2014,0,17.2,10.6,4.9,sun
25-10-2014,0,20,10,5.3,sun
26-10-2014,0,18.3,12.2,7.7,sun
27-10-2014,0,17.8,10,5,sun
28-10-2014,0,21.1,8.9,3.2,sun
29-10-2014,0.8,23.3,11.1,4.3,sun
30-10-2014,0,16.1,7.8,4.1,fog
31-10-2014,0.3,12.8,7.8,4.5,sun
01-11-2014,26.2,9.4,6.1,8.2,sun
02-11-2014,0,10,5,11.7,sun
03-11-2014,0,16.1,4.4,6.7,sun
04-11-2014,0,19.4,10,4.5,sun
05-11-2014,0,18.3,11.1,4.3,sun
06-11-2014,10.9,12.2,9.4,2.8,fog
07-11-2014,0,12.2,5,8.1,sun
08-11-2014,0,8.9,2.2,5.3,sun
09-11-2014,0,13.9,6.7,3.7,sun
10-11-2014,0,15,3.3,1.9,sun
11-11-2014,0,17.8,5.6,2.4,fog
12-11-2014,0,18.9,7.2,3.2,drizzle
13-11-2014,2.8,9.4,3.3,3.7,sun
14-11-2014,1.8,6.7,2.8,6.4,sun
15-11-2014,0,6.1,-1,4.1,sun
16-11-2014,0,7.2,-0.5,3.3,sun
17-11-2014,34.8,12.8,4.4,3.9,fog
18-11-2014,0,7.8,-3.8,10.6,sun
19-11-2014,0,2.8,-4.9,7.2,sun
20-11-2014,0,8.9,0,7.4,sun
21-11-2014,0,3.3,-2.1,6.9,sun
22-11-2014,0,6.7,-3.2,6.1,sun
23-11-2014,0,12.8,6.1,4.3,sun
24-11-2014,11.4,17.8,12.8,8.8,fog
25-11-2014,0,16.7,8.9,4.9,fog
26-11-2014,25.4,11.1,2.2,7,snow
27-11-2014,0.5,3.9,2.2,4.9,fog
28-11-2014,0,5,-2.1,6,sun
29-11-2014,0,7.8,-3.2,2.8,sun
30-11-2014,0,11.7,7.2,4.6,sun
01-12-2014,1.8,16.7,5.6,4.2,sun
02-12-2014,2.3,8.3,2.2,6.1,fog
03-12-2014,3.8,8.9,5.6,5.1,fog
04-12-2014,0,8.3,2.2,4.5,sun
05-12-2014,14,10,1.7,4.5,fog
06-12-2014,31.5,11.1,5,3.3,fog
07-12-2014,1.3,6.7,-0.5,9.7,sun
08-12-2014,0,2.8,-3.2,6.9,sun
09-12-2014,77.2,8.9,2.8,9.8,fog
10-12-2014,2.8,5.6,1.1,7.3,drizzle
11-12-2014,0,4.4,0,7.5,sun
12-12-2014,0,5,0.6,7,sun
13-12-2014,0,8.3,1.1,7.3,sun
14-12-2014,0,8.3,2.8,5.3,sun
15-12-2014,0,8.9,1.1,2.2,sun
16-12-2014,7.6,10,0.6,1.8,fog
17-12-2014,0.8,12.8,6.1,5.7,fog
18-12-2014,0,6.7,3.3,7.2,sun
19-12-2014,0,4.4,0,6.5,sun
20-12-2014,0,1.1,-0.5,2.9,sun
21-12-2014,0,3.3,0.6,3.2,sun
22-12-2014,1,8.9,2.8,3.8,fog
23-12-2014,5.3,10,8.3,5.1,fog
24-12-2014,26.7,13.9,8.3,4.7,fog
25-12-2014,1.5,13.9,5.6,7.6,fog
26-12-2014,0,10.6,3.3,4.7,sun
27-12-2014,0,12.2,2.8,2.8,sun
28-12-2014,1.3,12.2,5.6,4.7,sun
29-12-2014,0,7.8,1.7,4.9,sun
30-12-2014,0,2.2,-2.1,4.2,sun
31-12-2014,0,1.1,-2.1,5.3,sun
01-01-2015,0,4.4,-2.1,7.7,sun
02-01-2015,0,7.2,1.7,6.1,sun
03-01-2015,23.9,8.3,-1,4.1,fog
04-01-2015,11.9,12.8,6.1,4.5,fog
05-01-2015,0,10.6,-4.9,8.8,sun
06-01-2015,1.8,-4.9,-7.1,3.8,fog
07-01-2015,0,-3.8,-12.1,9.6,sun
08-01-2015,0,-5.5,-13.2,7.7,sun
09-01-2015,1.8,1.1,-6,8.8,fog
10-01-2015,0,-4.3,-7.7,7.4,sun
11-01-2015,0,3.3,-6.6,4.9,sun
12-01-2015,17.8,4.4,1.1,2.7,fog
13-01-2015,0,2.8,-7.1,6.8,sun
14-01-2015,0,0.6,-7.1,5.2,sun
15-01-2015,0,1.7,-2.7,4.4,sun
16-01-2015,0,7.2,-6.6,8.2,sun
17-01-2015,0,0,-7.7,4.7,sun
18-01-2015,41.1,8.3,-2.7,2.8,fog
19-01-2015,0,7.2,1.7,6.8,sun
20-01-2015,0,5,0,5.4,sun
21-01-2015,0,3.3,-3.2,2.7,sun
22-01-2015,0,5,-0.5,3.6,sun
23-01-2015,0,3.9,-2.1,4.7,sun
24-01-2015,19.1,4.4,0.6,5.1,fog
25-01-2015,0,7.2,0,6.7,sun
26-01-2015,8.4,0,-4.3,8.2,fog
27-01-2015,7.9,-2.7,-6.6,8.5,sun
28-01-2015,0,0.6,-8.2,6.2,sun
29-01-2015,0.3,2.8,-8.2,3.7,sun
30-01-2015,1,3.3,-7.1,8.4,fog
31-01-2015,0,-2.7,-9.9,10.3,sun
01-02-2015,0.8,2.2,-6,3.9,fog
02-02-2015,30,1.7,-9.3,8.5,snow
03-02-2015,0,-3.2,-9.9,6.4,sun
04-02-2015,0,3.9,-5.5,6.1,sun
05-02-2015,0,3.9,-9.3,8.8,sun
06-02-2015,0,-2.7,-10.5,6.3,sun
07-02-2015,0,2.8,-3.8,3.7,sun
08-02-2015,0,5.6,-1.6,3.9,drizzle
09-02-2015,3.6,-1.6,-3.2,7.7,snow
10-02-2015,0,4.4,-3.2,6.9,sun
11-02-2015,0,1.7,-4.9,4.5,sun
12-02-2015,0,4.4,-7.7,5.9,sun
13-02-2015,0,-4.9,-12.7,8.4,sun
14-02-2015,0.3,1.7,-8.8,4.7,sun
15-02-2015,0.3,-2.7,-14.9,12.4,sun
16-02-2015,0,-4.9,-14.9,6.6,sun
17-02-2015,4.8,-2.7,-8.8,3.1,sun
18-02-2015,0,-0.5,-9.3,2.6,sun
19-02-2015,0,-2.7,-12.7,9.5,sun
20-02-2015,0,-6,-16,8.4,sun
21-02-2015,15,0.6,-11.6,4.4,fog
22-02-2015,5.1,6.1,0,1.8,fog
